year,Species_binomial,nativeness,growth_form,mean_High_Megafauna,mean_No_Megafauna,sd_High_Megafauna,sd_No_Megafauna,n_High_Megafauna,n_No_Megafauna
2015,Acourtia nana,Native,Forb,0.0555555555555557,0.0229166666666666,0.473460372327742,0.198144804717064,144,144
2015,Aphanostephus ramosissimus,Native,Forb,6.51724137931034,1.51319444444444,6.64204144517234,3.16451581660376,144,144
2015,Aristida adscensionis,Native,Graminoid,0.234722222222222,0,1.16776754586734,0,144,144
2015,Aristida purpurea,Native,Graminoid,0.03125,0.330555555555555,0.375,2.45853096673085,144,144
2015,Boerhavia spicata,Native,Forb,0.0590277777777778,0,0.506932802603921,0,144,144
2015,Bouteloua eriopoda,Native,Graminoid,22.3777777777778,20.34375,19.898003710688,22.1736683716507,144,144
2015,Bouteloua species,Native,Graminoid,0.0145833333333333,0,0.0860709985024967,0,144,144
2015,Croton pottsii,Native,Shrub,0.699999999999999,2.48472222222222,3.82564040070736,6.16135394534209,144,144
2015,Dalea nana,Native,Shrub,0.304166666666666,0.05625,1.1448195875822,0.451681977049792,144,144
2015,Dimorphocarpa wislizeni,Native,Forb,0.09375,0.0125,0.676707242688958,0.15,144,144
2015,Ephedra trifurca,Native,Shrub,0.267361111111111,0,2.78476951278131,0,144,144
2015,Eriogonum abertianum,Native,Forb,0.0173611111111111,0,0.208333333333334,0,144,144
2015,Gutierrezia sarothrae,Native,Shrub,7.52534246575342,5.06666666666667,13.0409160437915,8.20596746873286,144,144
2015,Hoffmannseggia glauca,Native,Forb,0.0229166666666666,0,0.275,0,144,144
2015,Lesquerella fendleri,Native,Forb,0.00902777777777777,0.0319444444444444,0.108333333333333,0.294863433549236,144,144
2015,Linum vernale,Native,Forb,0.03125,0,0.375,0,144,144
2015,Machaeranthera tanacetifolia,Native,Forb,0.03125,0,0.375,0,144,144
2015,Muhlenbergia porteri,Native,Graminoid,0.491666666666666,0.481944444444445,1.95317564619649,2.99250001379388,144,144
2015,Opuntia phaeacantha,Native,Shrub,0.0243055555555556,0,0.291666666666666,0,144,144
2015,Pomaria jamesii,Native,Forb,0.660416666666667,0.0388888888888889,1.86544652409704,0.328827353070617,144,144
2015,Prosopis glandulosa,Native,Tree,7.72638888888889,6.49305555555556,20.801425402044,16.2321861596449,144,144
2015,Senna bauhinioides,Native,Shrub,1.97945205479452,0.251388888888889,3.05053794709243,0.98285911681789,144,144
2015,Solanum elaeagnifolium,Native,Shrub,1.52916666666667,0.110416666666667,3.25169939432429,0.366369210771591,144,144
2015,Sphaeralcea hastulata,Native,Forb,0.606944444444445,0.118055555555556,2.68142151992584,0.573256283107971,144,144
2015,Sphaeralcea incana,Native,Forb,0.0680555555555556,0,0.605759394846208,0,144,144
2015,Sporobolus contractus,Native,Graminoid,0.0590277777777779,0,0.708333333333332,0,144,144
2015,Sporobolus flexuosus,Native,Graminoid,2.03680555555556,1.22344827586207,5.19184064707154,3.2642425910901,144,144
2015,Sporobolus species,Native,Graminoid,0.699305555555556,0.274305555555555,2.21578875213654,1.28033794313855,144,144
2015,Tetraclea coulteri,Native,Forb,0.0173611111111111,0.00347222222222223,0.208333333333334,0.0416666666666667,144,144
2015,Uropappus lindleyi,Native,Forb,0,0.0111111111111111,0,0.111010055054631,144,144
2015,Verbesina encelioides,Native,Forb,0.0381944444444444,0,0.458333333333335,0,144,144
2015,Yucca elata,Native,Shrub,0.156944444444444,0.236111111111111,1.70115767976912,1.75006937369432,144,144
2015,Zinnia grandiflora,Native,Forb,0.471527777777778,0.238888888888889,2.40476401280145,1.39429963927109,144,144
2020,Aristida species,Native,Graminoid,0.0260416666666666,0.267361111111111,0.257269738856844,1.77532937399497,144,144
2020,Bouteloua eriopoda,Native,Graminoid,6.05034722222222,8.08854166666666,9.50007268379957,10.5498926497538,144,144
2020,Croton pottsii,Native,Shrub,0.0868055555555557,1.17708333333333,0.562772423887136,4.00860907027883,144,144
2020,Dimorphocarpa wislizeni,Native,Forb,0,0.0833333333333333,0,0.452267016866645,144,144
2020,Gutierrezia species,Native,Shrub,16.0069444444444,15.0902777777778,12.807270404488,12.1508083097234,144,144
2020,Lesquerella gordonii,Native,Forb,0.151041666666667,0.76736111111111,0.979786417963208,3.72944867147443,144,144
2020,Muhlenbergia porteri,Native,Graminoid,0.142361111111111,0.444444444444445,1.21314651056641,2.80615651283287,144,144
2020,Plantago patagonica,Native,Forb,0,0.00868055555555554,0,0.104166666666667,144,144
2020,Pomaria jamesii,Native,Forb,0.0989583333333333,0.0954861111111112,0.504541221710967,0.492066897864084,144,144
2020,Prosopis glandulosa,Native,Tree,9,8.140625,22.7510085844209,20.2380440132136,144,144
2020,Senna bauhinioides,Native,Shrub,0.0486111111111111,0.0347222222222222,0.381244944684789,0.243106194081149,144,144
2020,Setaria leucopila,Native,Graminoid,0,0.208333333333334,0,2.5,144,144
2020,Solanum elaeagnifolium,Native,Shrub,0.0329861111111111,0.00868055555555554,0.157133767169157,0.0748728201665277,144,144
2020,Sphaeralcea hastulata,Native,Forb,0.0225694444444445,0,0.217087351590709,0,144,144
2020,Sporobolus flexuosus,Native,Graminoid,0.326388888888889,0.166666666666667,2.03579802091798,0.726616837110198,144,144
2020,Sporobolus species,Native,Graminoid,0.180555555555556,0.305555555555556,0.944455870857337,0.898933149950989,144,144
2020,Yucca elata,Native,Shrub,0.131944444444444,0.0260416666666667,1.1172301399905,0.3125,144,144
2020,Zinnia grandiflora,Native,Forb,0.0121527777777778,0,0.103816427513186,0,144,144
